Interactor_A	Interactor_B	Score	type
4929	MAST1	RPS15	748	physical
4930	MAST1	CSNK2B	306	physical
4931	MAST1	CSNK2A1	1156	physical
4932	MAST1	MRPS22	1190	physical
4933	MAST1	MRPS25	408	physical
4934	MAST1	MRPS10	306	physical
4935	MAST1	MRPS35	952	physical
4936	MAST1	MRPS5	1088	physical
4937	MAST1	MRPS11	340	physical
4938	MAST1	MRPS15	442	physical
4939	MAST1	MRPS34	714	physical
4940	MAST1	MRPS6	306	physical
4941	MAST1	MRPS9	1020	physical
4942	MAST1	BYSL	1190	physical
4943	MAST1	ARHGEF7	1462	physical
4944	MAST1	GIT2	578	physical
4945	MAST1	LRRC41	1734	physical
4946	MAST1	TCEB1	340	physical
4947	MAST1	TCEB2	442	physical
4948	MAST1	TSR1	748	physical
4949	MAST1	RRP12	1938	physical
4950	MAST1	SMYD5	442	physical
4951	MAST1	LARP1	374	physical
4952	MAST1	DHX30	884	physical
4953	MAST1	KRI1	306	physical
4954	MAST1	VANGL1	1802	physical
4955	MAST1	MRPS27	748	physical
4956	MAST1	MRPS31	918	physical
4957	MAST1	USP9X	476	physical
4958	MAST1	MRPS24	340	physical
4959	MAST1	PTCD3	1088	physical
4960	MAST1	LTV1	612	physical
4961	MAST1	AHCYL2	1666	physical
4962	MAST1	STRBP	340	physical
4963	MAST1	EBNA1BP2	510	physical
4964	MAST1	LZTS2	1088	physical
4965	MAST1	MRPS26	748	physical
4966	MAST1	GTPBP4	748	physical
4967	MAST1	UBE2O	408	physical
4968	MAST1	YTHDC2	442	physical
4969	MAST1	MRPL44	340	physical
4970	MAST1	MOV10	884	physical
4971	MAST1	MRPL47	306	physical
4972	MAST1	RBM28	340	physical
4973	MAST1	SIPA1L2	476	physical
4974	MAST1	VANGL2	1054	physical
4975	MAST1	MRPS17	306	physical
4976	MAST1	MRPS7	850	physical
4977	MAST1	GIT1	1598	physical
4978	MAST1	MRPS2	612	physical
4979	MAST1	MRPS16	442	physical
4980	MAST1	MRPS23	748	physical
4981	MAST1	MRPS18B	646	physical
4982	MAST1	SLC4A7	1904	physical
4983	SIK3	FKBP5	2210	physical
4984	SIK3	CACYBP	1292	physical
4985	MAP3K2	EPB41L2	578	physical
4986	MAP3K2	YWHAG	330.2857143	physical
4987	MAP3K2	YWHAH	503.2	physical
4988	MAP3K2	MAP2K5	374	physical
4989	MAP3K2	TRAF7	1734	physical
4990	DYRK1B	RB1	1836	physical
4991	DYRK1B	PRKAR1A	782	physical
4992	DYRK1B	CDK2	612	physical
4993	DYRK1B	RBL1	1190	physical
4994	DYRK1B	CTBP2	1292	physical
4995	DYRK1B	DCAF7	28560	physical
4996	DYRK1B	DYNLL1	340	physical
4997	DYRK1B	FOXK1	306	physical
4998	DYRK1B	RBL2	816	physical
4999	DYRK1B	EP300	4794	physical
5000	DYRK1B	TROAP	1972	physical
5001	DYRK1B	CTBP1	510	physical
5002	DYRK1B	FKBP5	748	physical
5003	DYRK1B	PTGES3	382.5	physical
5004	DYRK1B	ATAD3B	748	physical
5005	DYRK1B	FAM117B	1020	physical
5006	DYRK1B	PPP1R3F	1122	physical
5007	DYRK1B	GLCCI1	1972	physical
5008	DYRK1B	RNF169	2210	physical
5009	DYRK1B	ZNF516	306	physical
5010	DYRK1B	CREBBP	3774	physical
5011	DYRK1B	LZTS2	1224	physical
5012	DYRK1B	FAM117A	986	physical
5013	DYRK1B	FAM53C	1598	physical
5014	DYRK1B	TRRAP	476	physical
5015	DYRK1B	RAD54L2	2686	physical
5016	MAP4K5	GRB2	714	physical
5017	STK24	STRN	8330	physical
5018	STK24	PPP2R1B	1768	physical
5019	STK24	PRKCZ	1700	physical
5020	STK24	STRN3	4896	physical
5021	STK24	SLMAP	3740	physical
5022	STK24	STRIP1	4318	physical
5023	STK24	CTTNBP2	1258	physical
5024	STK24	SIKE1	850	physical
5025	STK24	PDCD10	4250	physical
5026	STK24	STRN4	4862	physical
5027	STK24	FGFR1OP2	1496	physical
5028	STK24	STK26	14994	physical
5029	STK24	CTTNBP2NL	5066	physical
5030	STK24	STRIP2	1564	physical
5031	STK24	MOB4	2482	physical
5032	CSNK1G3	ACACB	5474	physical
5033	CSNK1G3	CSNK1G2	9792	physical
5034	CSNK1G3	ACACA	537.0454545	physical
5035	CSNK1G3	COL4A3BP	986	physical
5036	RPS6KL1	ASMTL	340	physical
5037	RPS6KL1	HADHA	442	physical
5038	RPS6KL1	LIMK2	612	physical
5039	RPS6KL1	NUP210	374	physical
