Interactor_A	Interactor_B	Score	type	org1	org2
391	MKI67	DDX27	736.2	physical	Homo sapiens	Homo sapiens
392	MKI67	UTP6	431.9	physical	Homo sapiens	Homo sapiens
393	MKI67	GNL2	627.9	physical	Homo sapiens	Homo sapiens
394	MKI67	RACGAP1	579.9	physical	Homo sapiens	Homo sapiens
395	MKI67	RPL26L1	537.2	physical	Homo sapiens	Homo sapiens
396	MKI67	PNN	465	physical	Homo sapiens	Homo sapiens
397	MKI67	PDCD6IP	378.1	physical	Homo sapiens	Homo sapiens
398	MKI67	WDR36	540.8	physical	Homo sapiens	Homo sapiens
399	MKI67	XRN2	369	physical	Homo sapiens	Homo sapiens
400	MKI67	MRTO4	410.4	physical	Homo sapiens	Homo sapiens
401	MKI67	C14orf169	375.7	physical	Homo sapiens	Homo sapiens
402	MKI67	MAP7D1	394.2	physical	Homo sapiens	Homo sapiens
403	MKI67	TBL3	461	physical	Homo sapiens	Homo sapiens
404	MKI67	SNW1	439.9	physical	Homo sapiens	Homo sapiens
405	MKI67	PES1	441.4	physical	Homo sapiens	Homo sapiens
406	MKI67	MOV10	451.9	physical	Homo sapiens	Homo sapiens
407	MKI67	BEND3	319.7	physical	Homo sapiens	Homo sapiens
408	MKI67	DDX50	525.4	physical	Homo sapiens	Homo sapiens
409	MKI67	BRIX1	430.7	physical	Homo sapiens	Homo sapiens
410	MKI67	LYAR	404.6	physical	Homo sapiens	Homo sapiens
411	MKI67	KIF20B	317.3	physical	Homo sapiens	Homo sapiens
412	DNAJA1	ENDOG	490	physical	Homo sapiens	Homo sapiens
413	DNAJA1	HSPA2	375	physical	Homo sapiens	Homo sapiens
414	DNAJA1	DNAJA4	350	physical	Homo sapiens	Homo sapiens
415	DNAJA2	ENDOG	540	physical	Homo sapiens	Homo sapiens
416	DNAJA2	HSPA2	445	physical	Homo sapiens	Homo sapiens
417	DNAJA3	IARS2	625	physical	Homo sapiens	Homo sapiens
418	DNAJA3	TMEM231	395	physical	Homo sapiens	Homo sapiens
419	DNAJA3	GRPEL1	425	physical	Homo sapiens	Homo sapiens
420	DNAJA4	ENDOG	625	physical	Homo sapiens	Homo sapiens
421	DNAJB11	DNAJC3	460	physical	Homo sapiens	Homo sapiens
422	DNAJB11	SDF2	1285	physical	Homo sapiens	Homo sapiens
423	DNAJB11	SDF2L1	717.43	physical	Homo sapiens	Homo sapiens
424	DNAJB12	HSPA2	850	physical	Homo sapiens	Homo sapiens
425	DNAJB12	DNAJB1	420	physical	Homo sapiens	Homo sapiens
426	DNAJB12	BAG5	457.2	physical	Homo sapiens	Homo sapiens
427	DNAJB13	DBT	2960	physical	Homo sapiens	Homo sapiens
428	DNAJB13	BCKDHA	1565	physical	Homo sapiens	Homo sapiens
429	DNAJB14	HSPA2	935	physical	Homo sapiens	Homo sapiens
430	DNAJB14	DNAJB1	435	physical	Homo sapiens	Homo sapiens
431	DNAJB14	BAG5	426	physical	Homo sapiens	Homo sapiens
432	DNAJB1	HSPA2	305	physical	Homo sapiens	Homo sapiens
433	DNAJB2	HSPA2	360	physical	Homo sapiens	Homo sapiens
434	DNAJB4	HSPA2	630	physical	Homo sapiens	Homo sapiens
435	DNAJB4	DNAJB1	2575	physical	Homo sapiens	Homo sapiens
436	DNAJB4	TMEM231	330	physical	Homo sapiens	Homo sapiens
437	DNAJB4	DNAJB5	415	physical	Homo sapiens	Homo sapiens
438	DNAJB5	HSPA2	990	physical	Homo sapiens	Homo sapiens
439	DNAJB6	HSPA2	410	physical	Homo sapiens	Homo sapiens
440	DNAJB6	DNAJB1	490	physical	Homo sapiens	Homo sapiens
441	DNAJB8	HSPA2	700	physical	Homo sapiens	Homo sapiens
442	DNAJB8	DNAJB1	450	physical	Homo sapiens	Homo sapiens
443	DNAJB8	GRPEL1	325	physical	Homo sapiens	Homo sapiens
444	DNAJB8	TUBA1C	19085	physical	Homo sapiens	Homo sapiens
445	DNAJC11	FKBP8	520	physical	Homo sapiens	Homo sapiens
446	DNAJC11	ARMC1	510	physical	Homo sapiens	Homo sapiens
447	DNAJC12	TUBB4A	1785	physical	Homo sapiens	Homo sapiens
448	DNAJC12	HSPA2	380	physical	Homo sapiens	Homo sapiens
449	DNAJC15	YME1L1	875	physical	Homo sapiens	Homo sapiens
450	DNAJC15	NDUFA9	315	physical	Homo sapiens	Homo sapiens
451	DNAJC15	IARS2	375	physical	Homo sapiens	Homo sapiens
452	DNAJC15	RPL4	640	physical	Homo sapiens	Homo sapiens
453	DNAJC15	RPL6	670	physical	Homo sapiens	Homo sapiens
454	DNAJC15	RPL7A	430	physical	Homo sapiens	Homo sapiens
455	DNAJC16	HSPA2	720	physical	Homo sapiens	Homo sapiens
456	DNAJC16	DNAJB1	340	physical	Homo sapiens	Homo sapiens
457	DNAJC16	UBR5	390	physical	Homo sapiens	Homo sapiens
458	DNAJC16	RPL4	480	physical	Homo sapiens	Homo sapiens
459	DNAJC16	RPL6	525	physical	Homo sapiens	Homo sapiens
460	DNAJC16	RPL7A	350	physical	Homo sapiens	Homo sapiens
461	DNAJC16	VPRBP	705	physical	Homo sapiens	Homo sapiens
462	DNAJC17	ECD	495	physical	Homo sapiens	Homo sapiens
463	DNAJC17	AAR2	755	physical	Homo sapiens	Homo sapiens
464	DNAJC17	USP11	470	physical	Homo sapiens	Homo sapiens
465	DNAJC17	SNRNP40	395	physical	Homo sapiens	Homo sapiens
466	DNAJC18	HSPA2	335	physical	Homo sapiens	Homo sapiens
467	DNAJC19	PAM16	715	physical	Homo sapiens	Homo sapiens
468	DNAJC19	HADHA	1110	physical	Homo sapiens	Homo sapiens
469	DNAJC19	HADHB	505	physical	Homo sapiens	Homo sapiens
470	DNAJC19	IARS2	390	physical	Homo sapiens	Homo sapiens
471	DNAJC19	RPL4	500	physical	Homo sapiens	Homo sapiens
472	DNAJC19	RPL6	320	physical	Homo sapiens	Homo sapiens
473	DNAJC1	DRG2	325	physical	Homo sapiens	Homo sapiens
474	DNAJC1	HADHA	390	physical	Homo sapiens	Homo sapiens
475	DNAJC1	RPL4	715	physical	Homo sapiens	Homo sapiens
476	DNAJC1	RPL6	830	physical	Homo sapiens	Homo sapiens
477	DNAJC1	RPL7	485	physical	Homo sapiens	Homo sapiens
478	DNAJC1	RPL7A	530	physical	Homo sapiens	Homo sapiens
479	DNAJC1	MTDH	445	physical	Homo sapiens	Homo sapiens
480	DNAJC1	PJA2	480	physical	Homo sapiens	Homo sapiens
481	DNAJC25	SIRT1	475	physical	Homo sapiens	Homo sapiens
482	DNAJC25	HADHA	2740	physical	Homo sapiens	Homo sapiens
483	DNAJC25	HADHB	1180	physical	Homo sapiens	Homo sapiens
484	DNAJC25	NDUFA9	545	physical	Homo sapiens	Homo sapiens
485	DNAJC25	ESYT2	1665	physical	Homo sapiens	Homo sapiens
486	DNAJC25	RPL4	775	physical	Homo sapiens	Homo sapiens
487	DNAJC25	RPL6	765	physical	Homo sapiens	Homo sapiens
488	DNAJC25	RPL7	385	physical	Homo sapiens	Homo sapiens
489	DNAJC25	RPL7A	410	physical	Homo sapiens	Homo sapiens
490	DNAJC25	RPL18	370	physical	Homo sapiens	Homo sapiens
491	DNAJC25	RPLP0	324	physical	Homo sapiens	Homo sapiens
492	DNAJC25	MOGS	1390	physical	Homo sapiens	Homo sapiens
493	DNAJC27	FAM184A	2540	physical	Homo sapiens	Homo sapiens
494	DNAJC28	DCAF8	325	physical	Homo sapiens	Homo sapiens
495	DNAJC28	UBR5	350	physical	Homo sapiens	Homo sapiens
496	DNAJC2	MYBBP1A	360	physical	Homo sapiens	Homo sapiens
497	DNAJC2	DRG2	635	physical	Homo sapiens	Homo sapiens
498	DNAJC2	RPL13A	470	physical	Homo sapiens	Homo sapiens
499	DNAJC2	HSPA14	2845	physical	Homo sapiens	Homo sapiens
500	DNAJC2	ZC3H15	1685	physical	Homo sapiens	Homo sapiens
501	DNAJC2	RPL3	645	physical	Homo sapiens	Homo sapiens
502	DNAJC2	RPL4	935	physical	Homo sapiens	Homo sapiens
503	DNAJC2	RPL6	1225	physical	Homo sapiens	Homo sapiens
504	DNAJC2	RPL7	685	physical	Homo sapiens	Homo sapiens
505	DNAJC2	RPL7A	770	physical	Homo sapiens	Homo sapiens
506	DNAJC2	RPL8	330	physical	Homo sapiens	Homo sapiens
507	DNAJC2	RPL15	465	physical	Homo sapiens	Homo sapiens
508	DNAJC2	RPL18	440	physical	Homo sapiens	Homo sapiens
509	DNAJC2	RPL27	370	physical	Homo sapiens	Homo sapiens
510	DNAJC2	RPLP0	396	physical	Homo sapiens	Homo sapiens
511	DNAJC2	RPL14	335	physical	Homo sapiens	Homo sapiens
512	DNAJC30	UBR5	545	physical	Homo sapiens	Homo sapiens
513	DNAJC30	MOGS	315	physical	Homo sapiens	Homo sapiens
514	DNAJC30	GRPEL1	470	physical	Homo sapiens	Homo sapiens
515	DNAJC3	PON2	310	physical	Homo sapiens	Homo sapiens
516	DNAJC3	TMEM231	375	physical	Homo sapiens	Homo sapiens
517	DNAJC4	DLD	685	physical	Homo sapiens	Homo sapiens
518	DNAJC5B	HSPA2	915	physical	Homo sapiens	Homo sapiens
519	DNAJC5B	DNAJB1	395	physical	Homo sapiens	Homo sapiens
520	DNAJC5B	BAG5	440.4	physical	Homo sapiens	Homo sapiens
521	DNAJC5	HSPA2	520	physical	Homo sapiens	Homo sapiens
522	DNAJC7	HSPA2	1065	physical	Homo sapiens	Homo sapiens
523	DNAJC7	BAG5	530.4	physical	Homo sapiens	Homo sapiens
524	DNAJC9	RAD23A	500	physical	Homo sapiens	Homo sapiens
525	DRG1	HSPA14	400	physical	Homo sapiens	Homo sapiens
526	DRG1	ZC3H15	2660	physical	Homo sapiens	Homo sapiens
527	DRG2	RWDD1	340	physical	Homo sapiens	Homo sapiens
528	FAM184A	CEP131	1160	physical	Homo sapiens	Homo sapiens
529	FAM184A	PCM1	527.14	physical	Homo sapiens	Homo sapiens
530	HSCB	IARS2	410	physical	Homo sapiens	Homo sapiens
531	HSPA14	DNAJC2	1400	physical	Homo sapiens	Homo sapiens
532	HSPA1A	HSPA2	425	physical	Homo sapiens	Homo sapiens
533	HSPA1B	HSPA2	660	physical	Homo sapiens	Homo sapiens
534	HSPA6	BAG4	405	physical	Homo sapiens	Homo sapiens
535	HSPA6	BAG3	565	physical	Homo sapiens	Homo sapiens
536	PRKACA	CDK17	605	physical	Homo sapiens	Homo sapiens
537	PRKACA	CDK18	1105	physical	Homo sapiens	Homo sapiens
538	PRKACA	PRKAR1A	13185	physical	Homo sapiens	Homo sapiens
539	PRKACA	PRKAR1B	1705	physical	Homo sapiens	Homo sapiens
540	PRKACA	PRKAR2A	4015	physical	Homo sapiens	Homo sapiens
541	PRKACA	PRKAR2B	3230	physical	Homo sapiens	Homo sapiens
542	PRKACA	AKAP1	625	physical	Homo sapiens	Homo sapiens
543	PRKACA	AKAP11	755	physical	Homo sapiens	Homo sapiens
544	PRKACA	PALM2-AKAP2	1640	physical	Homo sapiens	Homo sapiens
545	PRKACA	AKAP5	385	physical	Homo sapiens	Homo sapiens
546	RWDD1	DRG2	2305	physical	Homo sapiens	Homo sapiens
547	RWDD1	DNAJC2	1100	physical	Homo sapiens	Homo sapiens
548	RWDD1	HSPA14	1650	physical	Homo sapiens	Homo sapiens
549	RWDD1	DNAJC1	665	physical	Homo sapiens	Homo sapiens
550	SEC63	VAPA	540	physical	Homo sapiens	Homo sapiens
551	SEC63	SEC61B	745	physical	Homo sapiens	Homo sapiens
552	SEC63	FKBP8	770	physical	Homo sapiens	Homo sapiens
553	SEC63	TBL2	355	physical	Homo sapiens	Homo sapiens
554	SEC63	SEC61A1	1620	physical	Homo sapiens	Homo sapiens
555	DNAJA1	STIP1	1530	physical	Homo sapiens	Homo sapiens
556	DNAJA1	DNAJA4	584.5	physical	Homo sapiens	Homo sapiens
557	DNAJA1	ST13	470	physical	Homo sapiens	Homo sapiens
558	DNAJA3	ABCB7	345	physical	Homo sapiens	Homo sapiens
559	DNAJA3	LETM1	850	physical	Homo sapiens	Homo sapiens
560	DNAJA3	NDUFA5	665	physical	Homo sapiens	Homo sapiens
561	DNAJA3	NDUFS1	392.88	physical	Homo sapiens	Homo sapiens
562	DNAJA3	NDUFS2	448	physical	Homo sapiens	Homo sapiens
563	DNAJA3	NDUFV1	755	physical	Homo sapiens	Homo sapiens
564	DNAJA3	NDUFS8	375	physical	Homo sapiens	Homo sapiens
565	DNAJA3	NDUFV2	430	physical	Homo sapiens	Homo sapiens
566	DNAJA3	OXA1L	560	physical	Homo sapiens	Homo sapiens
567	DNAJA3	SHMT2	465	physical	Homo sapiens	Homo sapiens
568	DNAJA3	DGCR2	370	physical	Homo sapiens	Homo sapiens
569	DNAJA3	SLC30A9	440	physical	Homo sapiens	Homo sapiens
570	DNAJA3	TIMM44	1840	physical	Homo sapiens	Homo sapiens
571	DNAJA3	AFG3L2	1085	physical	Homo sapiens	Homo sapiens
572	DNAJA3	ACAD9	305	physical	Homo sapiens	Homo sapiens
573	DNAJA3	NDUFAF4	515	physical	Homo sapiens	Homo sapiens
574	DNAJA3	PYCR2	305	physical	Homo sapiens	Homo sapiens
575	DNAJA3	PTCD3	610	physical	Homo sapiens	Homo sapiens
576	DNAJA3	IARS2	815	physical	Homo sapiens	Homo sapiens
577	DNAJA3	NDUFA12	610	physical	Homo sapiens	Homo sapiens
578	DNAJA3	NDUFAF2	740	physical	Homo sapiens	Homo sapiens
579	DNAJA3	PTPMT1	340	physical	Homo sapiens	Homo sapiens
580	DNAJA3	NDUFS7	410	physical	Homo sapiens	Homo sapiens
581	DNAJA3	NDUFV3	960	physical	Homo sapiens	Homo sapiens
582	DNAJA3	ACOT1	1040	physical	Homo sapiens	Homo sapiens
583	DNAJB11	BCAP31	410	physical	Homo sapiens	Homo sapiens
584	DNAJB11	HYOU1	2875	physical	Homo sapiens	Homo sapiens
585	DNAJB11	ERP29	535	physical	Homo sapiens	Homo sapiens
586	DNAJB11	IKBIP	385	physical	Homo sapiens	Homo sapiens
587	DNAJB11	TMTC3	380	physical	Homo sapiens	Homo sapiens
588	DNAJB11	DDOST	400	physical	Homo sapiens	Homo sapiens
589	DNAJB11	EMC1	430	physical	Homo sapiens	Homo sapiens
590	DNAJB11	GANAB	1375	physical	Homo sapiens	Homo sapiens
591	DNAJB11	NUP210	1885	physical	Homo sapiens	Homo sapiens
592	DNAJB11	SDF2L1	630	physical	Homo sapiens	Homo sapiens
593	DNAJB11	PDIA3	1568	physical	Homo sapiens	Homo sapiens
594	DNAJB11	LMAN1	580	physical	Homo sapiens	Homo sapiens
595	DNAJB11	NUCB2	690	physical	Homo sapiens	Homo sapiens
596	DNAJB11	P4HB	1465	physical	Homo sapiens	Homo sapiens
597	DNAJB11	PPIB	725	physical	Homo sapiens	Homo sapiens
598	DNAJB11	UGGT2	525	physical	Homo sapiens	Homo sapiens
599	DNAJB11	PRKCSH	510	physical	Homo sapiens	Homo sapiens
600	DNAJB11	UGGT1	465	physical	Homo sapiens	Homo sapiens
601	DNAJB11	GRAMD1A	325	physical	Homo sapiens	Homo sapiens
602	DNAJB11	SDF2	350	physical	Homo sapiens	Homo sapiens
603	DNAJB11	ERAP2	435	physical	Homo sapiens	Homo sapiens
604	DNAJB11	COLGALT1	410	physical	Homo sapiens	Homo sapiens
605	DNAJB11	CALR	510	physical	Homo sapiens	Homo sapiens
606	DNAJB11	CALU	395	physical	Homo sapiens	Homo sapiens
607	DNAJB11	PLOD3	320	physical	Homo sapiens	Homo sapiens
608	DNAJB11	PDIA4	3090	physical	Homo sapiens	Homo sapiens
609	DNAJB12	BCAP31	320	physical	Homo sapiens	Homo sapiens
610	DNAJB12	HYOU1	1665	physical	Homo sapiens	Homo sapiens
611	DNAJB12	GANAB	1020	physical	Homo sapiens	Homo sapiens
612	DNAJB12	NUP210	445	physical	Homo sapiens	Homo sapiens
613	DNAJB12	PDIA3	928.67	physical	Homo sapiens	Homo sapiens
614	DNAJB12	LMAN1	405	physical	Homo sapiens	Homo sapiens
615	DNAJB12	LRPAP1	320	physical	Homo sapiens	Homo sapiens
616	DNAJB12	NUCB2	450	physical	Homo sapiens	Homo sapiens
617	DNAJB12	P4HB	675	physical	Homo sapiens	Homo sapiens
618	DNAJB12	PRKCSH	335	physical	Homo sapiens	Homo sapiens
619	DNAJB12	GRAMD1A	1410	physical	Homo sapiens	Homo sapiens
620	DNAJB12	PDIA4	1670	physical	Homo sapiens	Homo sapiens
621	DNAJB14	PDIA3	354.67	physical	Homo sapiens	Homo sapiens
622	DNAJB14	PDIA4	515	physical	Homo sapiens	Homo sapiens
623	DNAJB14	DGCR2	790	physical	Homo sapiens	Homo sapiens
624	DNAJB14	GRAMD1A	350	physical	Homo sapiens	Homo sapiens
625	DNAJB1	TTLL12	1230	physical	Homo sapiens	Homo sapiens
626	DNAJB4	TTLL12	1195	physical	Homo sapiens	Homo sapiens
627	DNAJB4	SYNM	890	physical	Homo sapiens	Homo sapiens
628	DNAJB6	GOPC	315	physical	Homo sapiens	Homo sapiens
629	DNAJB9	HYOU1	1290	physical	Homo sapiens	Homo sapiens
630	DNAJB9	IKBIP	435	physical	Homo sapiens	Homo sapiens
631	DNAJB9	EMC1	305	physical	Homo sapiens	Homo sapiens
632	DNAJB9	GANAB	570	physical	Homo sapiens	Homo sapiens
633	DNAJB9	NUP210	650	physical	Homo sapiens	Homo sapiens
634	DNAJB9	PDIA3	597.33	physical	Homo sapiens	Homo sapiens
635	DNAJB9	LMAN1	305	physical	Homo sapiens	Homo sapiens
636	DNAJB9	NUCB2	360	physical	Homo sapiens	Homo sapiens
637	DNAJB9	P4HB	480	physical	Homo sapiens	Homo sapiens
638	DNAJB9	PRKCSH	355	physical	Homo sapiens	Homo sapiens
639	DNAJB9	UGGT1	1230	physical	Homo sapiens	Homo sapiens
640	DNAJB9	PDIA4	1175	physical	Homo sapiens	Homo sapiens
641	DNAJC10	HYOU1	1615	physical	Homo sapiens	Homo sapiens
642	DNAJC10	ERP29	375	physical	Homo sapiens	Homo sapiens
643	DNAJC10	IKBIP	620	physical	Homo sapiens	Homo sapiens
644	DNAJC10	DDOST	305	physical	Homo sapiens	Homo sapiens
645	DNAJC10	EMC1	505	physical	Homo sapiens	Homo sapiens
646	DNAJC10	GANAB	1200	physical	Homo sapiens	Homo sapiens
647	DNAJC10	NUP210	995	physical	Homo sapiens	Homo sapiens
648	DNAJC10	PDIA3	774.67	physical	Homo sapiens	Homo sapiens
649	DNAJC10	LMAN1	445	physical	Homo sapiens	Homo sapiens
650	DNAJC10	NUCB2	810	physical	Homo sapiens	Homo sapiens
651	DNAJC10	P4HB	835	physical	Homo sapiens	Homo sapiens
652	DNAJC10	PPIB	425	physical	Homo sapiens	Homo sapiens
653	DNAJC10	UGGT2	355	physical	Homo sapiens	Homo sapiens
654	DNAJC10	PRKCSH	525	physical	Homo sapiens	Homo sapiens
655	DNAJC10	UGGT1	1160	physical	Homo sapiens	Homo sapiens
656	DNAJC10	RCN1	350	physical	Homo sapiens	Homo sapiens
657	DNAJC10	COLGALT1	415	physical	Homo sapiens	Homo sapiens
658	DNAJC10	CALU	430	physical	Homo sapiens	Homo sapiens
659	DNAJC10	PDIA4	1780	physical	Homo sapiens	Homo sapiens
660	DNAJC11	DGCR2	585	physical	Homo sapiens	Homo sapiens
661	DNAJC14	VRK2	355	physical	Homo sapiens	Homo sapiens
662	DNAJC15	PAM16	350	physical	Homo sapiens	Homo sapiens
663	DNAJC15	LRPPRC	430	physical	Homo sapiens	Homo sapiens
664	DNAJC15	SLC30A9	1900	physical	Homo sapiens	Homo sapiens
665	DNAJC15	TIMM44	2710	physical	Homo sapiens	Homo sapiens
666	DNAJC15	YME1L1	845	physical	Homo sapiens	Homo sapiens
667	DNAJC15	AFG3L2	2280	physical	Homo sapiens	Homo sapiens
668	DNAJC15	PTPMT1	350	physical	Homo sapiens	Homo sapiens
669	DNAJC15	DLST	1045	physical	Homo sapiens	Homo sapiens
670	DNAJC15	MRPS27	670	physical	Homo sapiens	Homo sapiens
671	DNAJC15	NDUFAF3	745	physical	Homo sapiens	Homo sapiens
672	DNAJC15	MRPS18B	640	physical	Homo sapiens	Homo sapiens
673	DNAJC15	ACAD9	925	physical	Homo sapiens	Homo sapiens
674	DNAJC15	NDUFAF4	1375	physical	Homo sapiens	Homo sapiens
675	DNAJC15	PYCR2	740	physical	Homo sapiens	Homo sapiens
676	DNAJC15	NDUFS7	830	physical	Homo sapiens	Homo sapiens
677	DNAJC15	LETM1	2530	physical	Homo sapiens	Homo sapiens
678	DNAJC15	LGALS3BP	305	physical	Homo sapiens	Homo sapiens
679	DNAJC15	NDUFA2	425	physical	Homo sapiens	Homo sapiens
680	DNAJC15	NDUFA5	1220	physical	Homo sapiens	Homo sapiens
681	DNAJC15	NDUFS1	420.88	physical	Homo sapiens	Homo sapiens
682	DNAJC15	NDUFS2	1362.2	physical	Homo sapiens	Homo sapiens
683	DNAJC15	NDUFV1	615	physical	Homo sapiens	Homo sapiens
684	DNAJC15	NDUFS6	335	physical	Homo sapiens	Homo sapiens
685	DNAJC15	NDUFS8	765	physical	Homo sapiens	Homo sapiens
686	DNAJC15	NDUFV2	560	physical	Homo sapiens	Homo sapiens
687	DNAJC15	NDUFV3	1060	physical	Homo sapiens	Homo sapiens
688	DNAJC15	OGDH	1345	physical	Homo sapiens	Homo sapiens
689	DNAJC15	MRPS7	965	physical	Homo sapiens	Homo sapiens
690	DNAJC15	NDUFAF1	345	physical	Homo sapiens	Homo sapiens
691	DNAJC15	ECSIT	505	physical	Homo sapiens	Homo sapiens
692	DNAJC15	MRPS23	555	physical	Homo sapiens	Homo sapiens
693	DNAJC15	MRPL50	375	physical	Homo sapiens	Homo sapiens
694	DNAJC15	PTCD3	1105	physical	Homo sapiens	Homo sapiens
695	DNAJC15	IARS2	2195	physical	Homo sapiens	Homo sapiens
696	DNAJC15	NDUFA12	545	physical	Homo sapiens	Homo sapiens
697	DNAJC15	MRPS35	785	physical	Homo sapiens	Homo sapiens
698	DNAJC15	BCS1L	390	physical	Homo sapiens	Homo sapiens
699	DNAJC15	SHMT2	1545	physical	Homo sapiens	Homo sapiens
700	DNAJC15	MRPS26	600	physical	Homo sapiens	Homo sapiens
701	DNAJC15	MRPS9	515	physical	Homo sapiens	Homo sapiens
702	DNAJC15	MRPS5	590	physical	Homo sapiens	Homo sapiens
703	DNAJC15	MRPL44	310	physical	Homo sapiens	Homo sapiens
704	DNAJC15	MRPS34	710	physical	Homo sapiens	Homo sapiens
705	DNAJC15	DAP3	386.4	physical	Homo sapiens	Homo sapiens
706	DNAJC15	NDUFAF2	1655	physical	Homo sapiens	Homo sapiens
707	DNAJC16	HYOU1	330	physical	Homo sapiens	Homo sapiens
708	DNAJC16	ADCY9	345	physical	Homo sapiens	Homo sapiens
709	DNAJC16	FNDC3A	435	physical	Homo sapiens	Homo sapiens
710	DNAJC16	EMC1	910	physical	Homo sapiens	Homo sapiens
711	DNAJC16	CLCC1	535	physical	Homo sapiens	Homo sapiens
712	DNAJC16	UBXN4	340	physical	Homo sapiens	Homo sapiens
713	DNAJC16	GANAB	825	physical	Homo sapiens	Homo sapiens
714	DNAJC16	TOR1AIP1	665	physical	Homo sapiens	Homo sapiens
715	DNAJC16	CCDC47	665	physical	Homo sapiens	Homo sapiens
716	DNAJC16	GRAMD1A	620	physical	Homo sapiens	Homo sapiens
717	DNAJC16	SLC12A2	530	physical	Homo sapiens	Homo sapiens
718	DNAJC16	DDRGK1	305	physical	Homo sapiens	Homo sapiens
719	DNAJC16	SOAT1	440	physical	Homo sapiens	Homo sapiens
720	DNAJC16	VRK2	495	physical	Homo sapiens	Homo sapiens
721	DNAJC16	VAPB	301	physical	Homo sapiens	Homo sapiens
722	DNAJC16	EIF2AK3	555	physical	Homo sapiens	Homo sapiens
723	DNAJC16	PDIA4	320	physical	Homo sapiens	Homo sapiens
724	DNAJC16	EMC2	375	physical	Homo sapiens	Homo sapiens
725	DNAJC16	VPRBP	310	physical	Homo sapiens	Homo sapiens
726	DNAJC18	HYOU1	525	physical	Homo sapiens	Homo sapiens
727	DNAJC18	PDIA3	457.33	physical	Homo sapiens	Homo sapiens
728	DNAJC18	GRAMD1A	655	physical	Homo sapiens	Homo sapiens
729	DNAJC18	PDIA4	715	physical	Homo sapiens	Homo sapiens
730	DNAJC19	DLST	1030	physical	Homo sapiens	Homo sapiens
731	DNAJC19	LETM1	1415	physical	Homo sapiens	Homo sapiens
732	DNAJC19	NDUFA5	670	physical	Homo sapiens	Homo sapiens
733	DNAJC19	NDUFS2	443.8	physical	Homo sapiens	Homo sapiens
734	DNAJC19	NDUFV1	415	physical	Homo sapiens	Homo sapiens
735	DNAJC19	NDUFS8	385	physical	Homo sapiens	Homo sapiens
736	DNAJC19	OGDH	405	physical	Homo sapiens	Homo sapiens
737	DNAJC19	SHMT2	1050	physical	Homo sapiens	Homo sapiens
738	DNAJC19	DGCR2	475	physical	Homo sapiens	Homo sapiens
739	DNAJC19	TIMM44	2080	physical	Homo sapiens	Homo sapiens
740	DNAJC19	AFG3L2	1975	physical	Homo sapiens	Homo sapiens
741	DNAJC19	MRPS27	575	physical	Homo sapiens	Homo sapiens
742	DNAJC19	MRPS28	525	physical	Homo sapiens	Homo sapiens
743	DNAJC19	MRPS18B	430	physical	Homo sapiens	Homo sapiens
744	DNAJC19	NDUFAF4	650	physical	Homo sapiens	Homo sapiens
745	DNAJC19	PYCR2	325	physical	Homo sapiens	Homo sapiens
746	DNAJC19	PAM16	390	physical	Homo sapiens	Homo sapiens
747	DNAJC19	MRPS7	590	physical	Homo sapiens	Homo sapiens
748	DNAJC19	MRPS23	360	physical	Homo sapiens	Homo sapiens
749	DNAJC19	PTCD3	1095	physical	Homo sapiens	Homo sapiens
750	DNAJC19	IARS2	1635	physical	Homo sapiens	Homo sapiens
751	DNAJC19	NDUFA12	335	physical	Homo sapiens	Homo sapiens
752	DNAJC19	MRPS35	545	physical	Homo sapiens	Homo sapiens
753	DNAJC19	MRPS26	520	physical	Homo sapiens	Homo sapiens
754	DNAJC19	MRPS9	475	physical	Homo sapiens	Homo sapiens
755	DNAJC19	MRPS5	515	physical	Homo sapiens	Homo sapiens
756	DNAJC19	MRPS34	575	physical	Homo sapiens	Homo sapiens
757	DNAJC19	NDUFAF2	870	physical	Homo sapiens	Homo sapiens
758	DNAJC19	NDUFS7	370	physical	Homo sapiens	Homo sapiens
759	DNAJC19	NDUFV3	780	physical	Homo sapiens	Homo sapiens
760	DNAJC19	ACOT1	1685	physical	Homo sapiens	Homo sapiens
761	DNAJC1	TRIM13	545	physical	Homo sapiens	Homo sapiens
762	DNAJC1	RTN3	655	physical	Homo sapiens	Homo sapiens
763	DNAJC1	SEC63	425	physical	Homo sapiens	Homo sapiens
764	DNAJC1	ADCY9	600	physical	Homo sapiens	Homo sapiens
765	DNAJC1	PDZD8	735	physical	Homo sapiens	Homo sapiens
766	DNAJC1	ATF6B	660	physical	Homo sapiens	Homo sapiens
767	DNAJC1	DRG2	366.33	physical	Homo sapiens	Homo sapiens
768	DNAJC1	ACSL3	445	physical	Homo sapiens	Homo sapiens
769	DNAJC1	FNDC3A	480	physical	Homo sapiens	Homo sapiens
770	DNAJC1	ATF6	790	physical	Homo sapiens	Homo sapiens
771	DNAJC1	RAB3GAP1	350	physical	Homo sapiens	Homo sapiens
772	DNAJC1	EMC1	960	physical	Homo sapiens	Homo sapiens
773	DNAJC1	ANKLE2	492.33	physical	Homo sapiens	Homo sapiens
774	DNAJC1	CLCC1	610	physical	Homo sapiens	Homo sapiens
775	DNAJC1	UBXN4	375	physical	Homo sapiens	Homo sapiens
776	DNAJC1	SUN1	518	physical	Homo sapiens	Homo sapiens
